Dish,Review,Sentiment
Egg Biryani,The Egg Biryani was rich and flavorful although slightly very oily.,1
Dosa,The Dosa was great texture although slightly undercooked.,1
Mango Juice,The Mango Juice was extremely fresh and I really enjoyed it.,1
Chicken Biryani,The Chicken Biryani was very oily and I did not like it.,0
Coffee,The Coffee was highly recommended but slightly too spicy.,1
Mutton Biryani,The Mutton Biryani was too spicy and I did not like it.,0
Tea,The Tea was undercooked though it had some highly recommended elements.,0
Milkshake,The Milkshake was too dry and I did not like it.,0
Egg Biryani,The Egg Biryani was overcooked but it had some very tasty elements.,0
Pav Bhaji,The Pav Bhaji was fantastic flavor however slightly too salty.,1
Momos,The Momos was too dry and I did not like it.,0
Cold Coffee,The Cold Coffee was perfectly cooked and I really enjoyed it.,1
Rajma,The Rajma was extremely fresh and I really enjoyed it.,1
Sandwich,The Sandwich was overcooked though it had some extremely fresh elements.,0
Ice Cream,The Ice Cream was highly recommended and I really enjoyed it.,1
Vada,The Vada was poor quality and I did not like it.,0
Veg Biryani,The Veg Biryani was too salty but it had some loved it elements.,0
Milkshake,The Milkshake was rich and flavorful and I really enjoyed it.,1
Roti,The Roti was loved it though slightly cold when served.,1
Dosa,The Dosa was overcooked and I did not like it.,0
Pakora,The Pakora was excellent quality and I really enjoyed it.,1
Rasgulla,The Rasgulla was rich and flavorful and I really enjoyed it.,1
Idli,The Idli was excellent quality and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was too spicy and I did not like it.,0
Orange Juice,The Orange Juice was too spicy and I did not like it.,0
Kadai Paneer,The Kadai Paneer was burnt taste but it had some highly recommended elements.,0
Gulab Jamun,The Gulab Jamun was too salty and I did not like it.,0
Veg Biryani,The Veg Biryani was highly recommended but slightly cold when served.,1
Cold Coffee,The Cold Coffee was very oily however it had some very tasty elements.,0
Ice Cream,The Ice Cream was too salty however it had some mouth watering elements.,0
Cold Coffee,The Cold Coffee was extremely fresh but slightly bland and tasteless.,1
Cold Coffee,The Cold Coffee was very tasty but slightly too salty.,1
Burger,The Burger was rich and flavorful but slightly bland and tasteless.,1
Noodles,The Noodles was very tasty and I really enjoyed it.,1
Samosa,The Samosa was mouth watering and I really enjoyed it.,1
Pongal,The Pongal was very tasty and I really enjoyed it.,1
Veg Pulao,The Veg Pulao was burnt taste and I did not like it.,0
Gobi Manchurian,The Gobi Manchurian was cold when served and I did not like it.,0
Ice Cream,The Ice Cream was loved it and I really enjoyed it.,1
Samosa,The Samosa was perfectly cooked and I really enjoyed it.,1
Egg Biryani,The Egg Biryani was extremely fresh however slightly poor quality.,1
Rasgulla,The Rasgulla was perfectly cooked and I really enjoyed it.,1
Spring Roll,The Spring Roll was bland and tasteless and I did not like it.,0
Pav Bhaji,The Pav Bhaji was highly recommended and I really enjoyed it.,1
Idli,The Idli was highly recommended and I really enjoyed it.,1
Veg Pulao,The Veg Pulao was cold when served however it had some rich and flavorful elements.,0
Fried Rice,The Fried Rice was too salty and I did not like it.,0
Ice Cream,The Ice Cream was mouth watering and I really enjoyed it.,1
Mutton Biryani,The Mutton Biryani was loved it and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was perfectly cooked and I really enjoyed it.,1
Pakora,The Pakora was super satisfying and I really enjoyed it.,1
Egg Biryani,The Egg Biryani was too dry and I did not like it.,0
Fried Rice,The Fried Rice was extremely fresh and I really enjoyed it.,1
Vada,The Vada was very oily and I did not like it.,0
Roti,The Roti was rich and flavorful and I really enjoyed it.,1
Manchurian,The Manchurian was very oily and I did not like it.,0
Lassi,The Lassi was excellent quality although slightly undercooked.,1
Pakora,The Pakora was very tasty however slightly very oily.,1
Tea,The Tea was great texture and I really enjoyed it.,1
Pav Bhaji,The Pav Bhaji was loved it and I really enjoyed it.,1
French Fries,The French Fries was great texture and I really enjoyed it.,1
Aloo Paratha,The Aloo Paratha was loved it and I really enjoyed it.,1
Hot Chocolate,The Hot Chocolate was perfectly cooked although slightly overcooked.,1
Malai Kofta,The Malai Kofta was extremely fresh although slightly undercooked.,1
French Fries,The French Fries was rich and flavorful but slightly bland and tasteless.,1
Vada,The Vada was poor quality and I did not like it.,0
Prawn Fry,The Prawn Fry was very tasty and I really enjoyed it.,1
Egg Biryani,The Egg Biryani was undercooked however it had some perfectly cooked elements.,0
Mango Juice,The Mango Juice was bland and tasteless although it had some very tasty elements.,0
Tea,The Tea was very oily and I did not like it.,0
Noodles,The Noodles was poor quality however it had some excellent quality elements.,0
Pongal,The Pongal was rich and flavorful although slightly cold when served.,1
Noodles,The Noodles was not worth the price but it had some great texture elements.,0
Milkshake,The Milkshake was very tasty and I really enjoyed it.,1
Veg Pulao,The Veg Pulao was burnt taste and I did not like it.,0
Chicken Curry,The Chicken Curry was fantastic flavor but slightly not fresh.,1
Tea,The Tea was very oily and I did not like it.,0
Chicken Curry,The Chicken Curry was very oily and I did not like it.,0
Chole Bhature,The Chole Bhature was bland and tasteless and I did not like it.,0
Burger,The Burger was extremely fresh although slightly bland and tasteless.,1
Rajma,The Rajma was not worth the price but it had some excellent quality elements.,0
Noodles,The Noodles was too dry and I did not like it.,0
Butter Chicken,The Butter Chicken was mouth watering and I really enjoyed it.,1
Samosa,The Samosa was too spicy although it had some rich and flavorful elements.,0
Prawn Fry,The Prawn Fry was great texture however slightly not worth the price.,1
Pizza,The Pizza was too salty although it had some excellent quality elements.,0
Gobi Manchurian,The Gobi Manchurian was bland and tasteless and I did not like it.,0
Chole Bhature,The Chole Bhature was burnt taste and I did not like it.,0
Vada,The Vada was excellent quality although slightly not worth the price.,1
Paneer Butter Masala,The Paneer Butter Masala was mouth watering however slightly burnt taste.,1
Momos,The Momos was excellent quality although slightly very oily.,1
Ice Cream,The Ice Cream was very tasty though slightly too salty.,1
Tandoori Chicken,The Tandoori Chicken was perfectly cooked and I really enjoyed it.,1
Mango Juice,The Mango Juice was too spicy however it had some rich and flavorful elements.,0
Gulab Jamun,The Gulab Jamun was extremely fresh and I really enjoyed it.,1
Brownie,The Brownie was burnt taste and I did not like it.,0
Butter Chicken,The Butter Chicken was too dry and I did not like it.,0
Dosa,The Dosa was too spicy but it had some loved it elements.,0
Egg Biryani,The Egg Biryani was too salty and I did not like it.,0
Fried Rice,The Fried Rice was very oily although it had some absolutely delicious elements.,0
Butter Chicken,The Butter Chicken was great texture and I really enjoyed it.,1
Dosa,The Dosa was super satisfying although slightly poor quality.,1
Pizza,The Pizza was rich and flavorful and I really enjoyed it.,1
Gobi Manchurian,The Gobi Manchurian was very tasty however slightly overcooked.,1
Rajma,The Rajma was perfectly cooked and I really enjoyed it.,1
French Fries,The French Fries was bland and tasteless and I did not like it.,0
Kadai Paneer,The Kadai Paneer was bland and tasteless and I did not like it.,0
Pav Bhaji,The Pav Bhaji was rich and flavorful and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was perfectly cooked but slightly burnt taste.,1
Vada,The Vada was undercooked but it had some perfectly cooked elements.,0
Chicken Curry,The Chicken Curry was undercooked although it had some loved it elements.,0
Roti,The Roti was great texture although slightly too salty.,1
Dosa,The Dosa was highly recommended but slightly not worth the price.,1
Prawn Fry,The Prawn Fry was super satisfying and I really enjoyed it.,1
Upma,The Upma was overcooked but it had some absolutely delicious elements.,0
Mutton Biryani,The Mutton Biryani was perfectly cooked although slightly not worth the price.,1
Chicken Curry,The Chicken Curry was not worth the price though it had some loved it elements.,0
Sandwich,The Sandwich was rich and flavorful but slightly overcooked.,1
Gobi Manchurian,The Gobi Manchurian was perfectly cooked but slightly burnt taste.,1
Ice Cream,The Ice Cream was bland and tasteless and I did not like it.,0
Mango Juice,The Mango Juice was excellent quality and I really enjoyed it.,1
Prawn Fry,The Prawn Fry was too dry though it had some mouth watering elements.,0
Vada,The Vada was mouth watering and I really enjoyed it.,1
Orange Juice,The Orange Juice was excellent quality and I really enjoyed it.,1
Pizza,The Pizza was great texture however slightly undercooked.,1
Ice Cream,The Ice Cream was very tasty and I really enjoyed it.,1
Orange Juice,The Orange Juice was not fresh though it had some highly recommended elements.,0
Egg Biryani,The Egg Biryani was not fresh however it had some rich and flavorful elements.,0
Pav Bhaji,The Pav Bhaji was rich and flavorful and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was rich and flavorful and I really enjoyed it.,1
Aloo Paratha,The Aloo Paratha was fantastic flavor and I really enjoyed it.,1
Pizza,The Pizza was too salty but it had some rich and flavorful elements.,0
Malai Kofta,The Malai Kofta was excellent quality though slightly overcooked.,1
Butter Chicken,The Butter Chicken was fantastic flavor but slightly burnt taste.,1
Spring Roll,The Spring Roll was great texture and I really enjoyed it.,1
Veg Pulao,The Veg Pulao was very oily and I did not like it.,0
Paneer Butter Masala,The Paneer Butter Masala was too salty but it had some absolutely delicious elements.,0
Upma,The Upma was very oily and I did not like it.,0
Tea,The Tea was cold when served though it had some highly recommended elements.,0
Roti,The Roti was too dry and I did not like it.,0
Roti,The Roti was too salty though it had some super satisfying elements.,0
Dosa,The Dosa was super satisfying and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was extremely fresh but slightly not fresh.,1
Veg Biryani,The Veg Biryani was fantastic flavor and I really enjoyed it.,1
Mango Juice,The Mango Juice was too spicy and I did not like it.,0
Rajma,The Rajma was super satisfying and I really enjoyed it.,1
Orange Juice,The Orange Juice was fantastic flavor and I really enjoyed it.,1
Pongal,The Pongal was not fresh however it had some fantastic flavor elements.,0
Vada,The Vada was very tasty and I really enjoyed it.,1
Tea,The Tea was mouth watering and I really enjoyed it.,1
Spring Roll,The Spring Roll was too dry and I did not like it.,0
Butter Chicken,The Butter Chicken was too salty but it had some fantastic flavor elements.,0
Rajma,The Rajma was bland and tasteless though it had some great texture elements.,0
Lassi,The Lassi was too dry however it had some perfectly cooked elements.,0
Egg Biryani,The Egg Biryani was not fresh though it had some very tasty elements.,0
Roti,The Roti was absolutely delicious although slightly too dry.,1
Brownie,The Brownie was absolutely delicious although slightly not worth the price.,1
Pav Bhaji,The Pav Bhaji was great texture and I really enjoyed it.,1
Dosa,The Dosa was very tasty and I really enjoyed it.,1
Tandoori Chicken,The Tandoori Chicken was not worth the price however it had some excellent quality elements.,0
Dosa,The Dosa was burnt taste and I did not like it.,0
